transcript_id,s1.c2,s10.c2,s11.c2,s12.c2,s2.c2,s3.c2,s4.c2,s5.c2,s6.c2,s7.c2,s8.c2,s9.c2
NM_172854,127,213,238,259,185,216,150,96,118,53,93,329
NM_172855,5,14,8,5,4,7,12,5,15,8,6,14
NM_133837,935,1237,1049,761,893,778,925,1093,1292,898,1626,1148
NM_133836,67,175,86,122,131,23,52,96,74,67,97,86
NM_133835,614,640,561,484,584,518,532,569,769,454,994,722
NM_001290765,530,376,448,476,367,237,401,421,1127,520,1397,727
NR_037272,0,0,0,1,0,0,0,0,0,0,1,1
NM_001195390,99,62,4,3,103,71,66,64,69,6,15,75
NM_133839,1291,1751,1274,1011,1176,1047,1344,1442,1593,1012,2198,1469
NM_133838,643,741,562,446,464,536,426,598,638,421,962,811
NM_008008,3971,5278,4050,2839,3273,3122,3355,2632,2685,2161,3886,4546
NM_030063,0,0,0,0,0,0,0,0,0,0,0,0
NM_028284,183,266,209,157,195,175,181,185,184,143,268,230
NM_001289446,0,698,524,0,0,0,0,161,0,0,0,0
NR_033220,0,41,33,20,2,23,42,33,3,0,56,0
NM_001289445,0,0,0,0,1,204,0,0,289,0,502,0
NM_001083125,0,0,0,0,0,0,0,0,0,0,0,0
NM_001083127,0,0,0,0,0,0,0,0,0,0,0,0
NM_001083126,0,0,0,0,0,0,0,0,0,0,0,0
NM_001284369,331,674,928,418,296,372,301,294,250,248,368,876
NM_144888,581,463,562,218,460,401,360,15,608,241,450,394
NR_037274,4,4,3,5,3,5,2,5,12,5,7,3
NM_024281,11932,12883,11536,10837,11257,9558,12800,15367,15810,12399,29679,12295
NM_028260,322,460,365,246,369,353,365,389,446,306,522,394
NM_001012396,0,114,0,87,35,0,135,144,140,136,228,0
NM_001012392,0,12,29,0,5,146,15,49,85,3,16,29
NM_182990,3562,4498,3768,2788,2919,2613,3209,3874,5256,3046,6563,3956
NM_001276444,0,0,0,0,0,0,0,0,0,0,0,0
NM_182994,2447,2939,2689,1867,2531,2299,2283,2391,2902,1765,3184,2942
NM_010825,178,261,242,110,167,150,192,0,161,199,244,353
NM_001285417,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285416,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285419,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285418,0,0,0,0,0,0,0,0,0,0,0,0
NM_025646,0,1,2,0,0,1,0,0,0,0,0,0
NR_015464,9,16,7,11,6,10,12,12,7,10,23,12
NM_030112,1682,1986,1711,1297,1429,1360,1661,1484,1701,1146,2515,1808
NM_001001444,0,0,0,0,0,0,0,0,0,0,0,0
NM_001044750,0,0,0,0,0,0,0,0,0,0,0,0
NM_001276443,49,34,156,66,2,59,71,109,1,38,296,1
NM_001013376,73,107,59,61,74,55,72,97,108,69,170,83
NM_001081364,7637,7267,6919,6037,5568,6190,6238,5764,5324,4509,9304,8615
NM_023396,0,3,2,7,0,0,1,3,3,2,1,2
NM_146476,0,0,0,0,0,0,0,0,0,0,0,0
NM_146474,0,0,0,0,0,0,0,0,0,0,0,0
NM_009883,12072,10142,7234,3295,8467,2314,11046,4992,7753,2333,14550,10977
NR_110989,0,0,0,0,0,0,0,0,0,2,0,0
NM_146274,0,0,0,0,0,0,0,0,0,0,0,0
NR_110985,0,0,0,129,0,76,0,0,0,0,210,118
NM_001278520,0,0,0,0,0,0,0,0,0,0,0,0
NR_110986,118,63,167,117,60,52,138,155,216,70,206,222
NR_110981,53,38,54,41,42,39,68,38,71,22,57,64
NM_001290640,0,0,0,0,0,0,517,0,0,0,0,0
NM_001290548,718,733,459,493,591,385,416,402,698,640,989,608
NM_001139519,117,171,136,78,102,53,77,941,1324,980,2469,175
NM_025735,2755,2973,2390,2110,2237,2120,2510,1729,1680,1299,2646,2776
NM_001039501,4,0,0,0,2,7,0,0,2,0,4,0
NM_001139512,82,214,85,0,124,165,0,247,615,240,664,207
NM_001139513,1229,1436,1004,655,615,598,1006,1406,685,958,1505,1401
NM_001139511,533,575,649,657,668,788,596,852,1482,538,1399,591
NM_001139516,6,54,0,8,0,0,6,54,52,33,40,0
NM_001111075,318,269,344,216,335,139,497,387,817,650,636,340
NM_029280,38,197,55,115,113,91,73,166,75,70,160,152
NM_146265_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290788,131,409,368,0,306,514,0,2,278,1,679,436
NM_001290786,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290784,0,0,0,0,0,94,252,3,0,0,0,0
NM_001290782,425,366,411,10,0,4,296,326,0,263,398,460
NR_037979,0,0,0,0,0,0,0,0,0,0,0,0
NM_147078,0,0,0,0,0,0,0,0,0,0,0,0
NR_030757,0,0,0,0,0,0,0,0,0,0,0,0
NR_027914,60,65,83,49,34,51,50,61,49,0,88,55
NM_001271746,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271747,37,0,0,0,0,0,0,0,0,0,0,0
NM_001271744,0,0,0,0,0,0,9,0,0,0,0,0
NM_001077192,560,510,558,510,432,348,528,536,609,544,650,666
NM_147016,0,0,0,0,0,0,0,0,0,0,0,0
NM_147017,0,0,0,0,0,0,0,0,0,0,0,0
NM_147014,0,0,0,0,0,0,0,0,0,0,0,0
NM_147015,0,0,0,0,0,0,0,0,0,0,0,0
NM_147012,0,0,0,0,0,0,0,0,0,0,0,0
NM_147013,0,0,0,0,0,0,0,0,0,0,0,0
NR_027919,37,51,22,25,34,33,21,27,22,14,45,34
NM_147011,0,0,0,0,0,0,0,0,0,0,0,0
NR_040529,86,93,75,52,63,44,42,38,29,16,58,63
NM_001145813,0,0,0,0,0,0,0,0,0,0,0,0
NM_010726,1005,1355,1174,812,963,778,1004,1019,1059,849,1790,1257
NM_010725,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033299,1144,1270,1096,1038,955,836,905,1104,1210,0,1675,1269
NM_212446,873,1169,948,652,758,690,821,866,952,697,1392,1039
NM_009849,2609,3433,3918,4325,3462,4047,4073,1680,1908,1363,2182,4386
NM_139200,3,18,6,3,4,10,5,7,8,14,27,10
NR_040524,0,0,0,0,3,0,4,0,0,5,9,0
NM_001040130,19,25,23,36,63,29,19,48,83,0,48,53
NM_146381,0,0,0,0,0,0,0,0,0,0,0,0
NM_010694,0,0,0,0,0,0,0,0,0,0,0,0
NM_139197,70,76,77,82,65,72,63,56,68,66,91,96
NM_001290437,32,77,52,400,0,60,37,114,95,24,41,19
NM_173031,0,0,0,0,0,0,0,0,0,0,0,0
NM_009996,0,0,0,0,0,0,0,0,0,0,0,0
NM_008435,0,0,0,0,0,0,0,0,2,0,3,0
NM_001277970,0,0,39,0,27,39,0,0,38,0,12,57
NM_178111,4647,4799,4129,2774,3891,3031,3779,3627,4179,2672,5238,4216
NM_001177400,81,82,48,47,0,63,0,71,59,69,159,0
NM_001177401,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177406,0,0,0,0,0,0,0,0,0,0,0,0
NR_033632,11,19,12,9,0,7,14,8,4,9,19,8
NM_001177404,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177405,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145902,79,0,363,84,1,211,81,203,276,0,426,386
NM_001163688,4614,5318,4672,3314,3873,3540,4194,3989,4439,3202,6394,5163
NM_146129,1733,2107,1637,1526,1441,1264,1358,1364,1398,1090,2203,1968
NM_146128,1223,1008,633,0,708,1123,636,935,694,516,1065,993
NM_146659,0,0,0,0,0,0,0,0,0,0,0,0
NM_146658,0,0,0,0,0,0,0,0,0,0,0,0
NM_011529,0,110,0,0,102,0,0,104,0,107,0,0
NM_146121,1793,2072,1913,1336,1519,1405,1688,1652,1871,1364,2695,1988
NM_146120,1072914,1156642,1174061,962790,1037879,1027945,1010706,469504,351854,354209,692443,1284204
NM_146123,0,0,0,0,0,0,0,0,0,0,0,0
NM_146122,1099,1309,1101,1029,998,836,1091,1009,1069,826,1923,1346
NM_146125,21,41,22,21,18,14,16,26,15,3,26,36
NM_146124,2,4,2,3,4,1,1,8,3,3,7,3
NM_001025310,89,170,122,91,112,100,134,75,130,163,197,69
NM_001025311,0,3,4,2,3,0,0,0,105,0,4,4
NM_001206385,563,781,445,594,591,467,682,783,457,420,998,854
NM_019735,371,520,415,328,378,264,365,534,602,424,989,527
NM_001206383,0,0,0,0,0,0,0,0,0,0,0,0
NR_040327,7,0,0,0,0,3,0,4,3,2,2,0
NR_040326,0,0,0,0,0,0,0,0,0,0,0,0
NR_040323,7,6,4,0,8,3,0,5,0,2,0,0
NR_040322,0,0,0,0,0,0,0,0,0,0,0,0
NR_040321,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177536,58,83,49,48,40,32,47,62,64,45,91,45
NM_001145836,1060,1417,448,781,751,1290,500,922,601,408,1350,1285
NM_001145834,270,452,170,680,689,178,421,0,429,148,483,428
NM_001145835,1459,962,2248,708,691,958,804,1439,1174,945,1211,1699
NM_001145830,72,133,67,92,42,47,33,169,45,56,126,247
NM_001160363,10,15,13,15,16,16,10,7,3,10,11,19
NM_001177719,13,15,252,304,11,41,22,87,22,13,38,45
NM_001038492,3535,3951,3818,2584,2609,2767,3160,3030,3261,1536,3674,3729
NM_001177710,91,0,0,292,0,0,139,0,116,0,263,0
NM_183106,1692,1780,1596,1178,1309,1281,1495,1578,1618,1200,2605,1750
NM_018807,589,693,542,483,502,434,503,559,595,362,884,672
NM_008953,645,531,443,257,611,179,386,276,297,140,167,361
NM_018809,0,0,0,0,0,0,0,0,0,0,0,0
NM_008489,1284,1987,1544,1517,1439,1299,1611,1776,1801,1768,3373,1764
NM_011978,0,0,0,0,0,0,0,0,0,0,0,0
NM_178762,509,1108,398,507,364,620,324,507,487,355,684,948
NM_001177407_2,0,0,0,0,436,565,0,0,513,0,0,0
NM_027091,472,622,526,413,476,345,516,388,724,468,956,542
NM_027096,69,0,0,0,0,0,50,58,0,44,68,55
NM_001177407_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_010068,34,0,0,0,0,0,0,0,0,0,0,0
NM_146593,0,0,0,0,0,0,0,0,0,0,0,0
NR_040371,13,11,7,11,5,2,0,10,0,10,12,19
NM_001177407_1,749,901,763,371,482,509,0,0,573,0,1540,921
NM_207135,0,0,0,0,0,0,0,0,0,0,0,0
NR_028497,364,422,370,259,389,222,328,499,687,362,835,361
NM_018732,6674,5636,5343,3783,4486,4238,5085,3263,2466,2399,4918,6434
NM_018733,0,0,0,0,0,0,2,0,0,0,0,0
NM_177253,36,58,36,52,45,35,54,55,54,48,60,42
NM_001005230,0,0,0,0,0,0,0,0,0,0,0,0
NM_177256,560,650,488,344,467,395,402,555,525,528,1100,583
NM_170756,635,768,735,620,642,598,605,641,812,573,1167,812
NM_001009948,0,0,0,0,0,0,0,0,0,0,0,0
NM_015747,715,945,709,705,692,547,812,1209,1376,1032,2174,674
NM_001177668,8225,13428,8963,8634,9345,9288,11211,10096,11996,9457,14055,12793
NM_001033293,699,1070,973,787,748,672,815,796,957,627,1230,981
NM_001033294,263,295,299,222,286,201,313,345,338,217,529,270
NM_028765,11,12,0,2,9,8,15,2,7,0,12,3
NM_001033296,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033297,115,175,137,107,124,119,140,126,132,107,174,174
NM_001033298,677,826,664,526,601,537,592,612,620,418,826,751
NM_029924,468,599,724,373,385,298,504,702,749,352,896,620
NM_001291144,467,585,481,247,276,167,81,312,430,268,507,540
NM_001177661,65,47,62,40,0,89,0,90,0,0,80,0
NM_001177667,8020,6483,7679,4127,5858,3620,5399,5388,5084,3036,14572,6252
NM_011187,1519,2059,1654,1207,1364,1301,1515,2062,2516,1698,3335,1775
NM_001177399,437,611,310,300,383,290,306,303,308,232,592,372
NM_001177392,0,6,3,10,2,0,5,0,0,0,5,0
NM_016889,0,0,0,0,0,0,1,0,1,1,0,1
NM_009058,436,467,233,492,511,106,576,0,254,102,614,359
NM_001033346,19,46,32,23,32,25,25,27,46,25,48,43
NM_001033347,791,900,798,509,642,504,711,587,581,593,898,722
NM_178694,8,0,0,403,0,0,6,0,438,0,488,434
NM_178695,5,19,8,5,6,11,4,10,9,3,14,18
NM_178693,183,207,162,155,119,131,147,184,264,157,298,202
NM_010218,50,52,60,69,65,74,62,99,119,86,141,85
NM_001033348,386,402,347,297,341,286,357,317,322,251,625,478
NM_001038700,1164,1698,957,1108,954,962,963,896,1366,598,1207,1444
