ID	log2fold	p	p.adj
ENSG00000180044	0.496367796677939	0.0359093664508494	0.120988992739176
ENSG00000131746	-0.237179577333645	0.0359740127665252	0.121150599451375
ENSG00000145982	-0.0836979263469069	0.0359697476086841	0.121150599451375
ENSG00000100234	0.406894910553563	0.0359910086049004	0.121179740376954
ENSG00000008838	-0.0514949531097213	0.0360636035299072	0.121381250700161
ENSG00000185669	0.114134925515333	0.0360675716366193	0.121381250700161
ENSG00000159399	0.137533355717709	0.0360785563127839	0.121390092759599
ENSG00000120262	0.162708022166211	0.0361378902713384	0.121477171069473
ENSG00000135090	0.047772891908417	0.0361275135213819	0.121477171069473
ENSG00000137574	-0.0618512611364022	0.0361345701435274	0.121477171069473
ENSG00000177455	-0.201639584859068	0.036133055423092	0.121477171069473
ENSG00000205832	-0.206819330023239	0.036171196877864	0.121560998299624
ENSG00000198218	-0.0579254842571906	0.036188564820922	0.121591233870898
ENSG00000143761	0.0601664703346876	0.0362236224781384	0.121652743698257
ENSG00000276293	-0.0380647112782231	0.0362200069669149	0.121652743698257
ENSG00000162572	-0.1399971109392	0.0362764004228765	0.121801829898817
ENSG00000106565	0.554909084310792	0.0363910537877982	0.122130327233773
ENSG00000125895	-0.450755812377051	0.0363867601196469	0.122130327233773
ENSG00000233954	-0.144148770813647	0.036401613552907	0.122137546051276
ENSG00000070950	-0.0673812120013385	0.0364124797345089	0.12214578940964
ENSG00000114867	0.05485768791295	0.0364302990914767	0.122177348026714
ENSG00000146282	-0.0460890267590101	0.0364746252886402	0.122297768309672
ENSG00000101940	0.0573347890502118	0.0365309321648021	0.122458294413513
ENSG00000170734	0.0649856009438214	0.036708888558884	0.12302644354356
ENSG00000069974	0.101455598869602	0.0368172628993888	0.123332736073252
ENSG00000198039	-0.115809288174036	0.0368153379375663	0.123332736073252
ENSG00000108349	0.0510735355602228	0.0368303650053027	0.123348178856818
ENSG00000215717	0.0734572086655314	0.0368446343749465	0.123367522889833
ENSG00000188266	-0.189997990664001	0.0368696271002077	0.123422754927522
ENSG00000153214	0.0773695821771564	0.0368847974682031	0.123445088300841
ENSG00000153914	-0.0961552432777936	0.0369190069683143	0.123526401175773
ENSG00000211445	0.285367520490339	0.0369261021621484	0.123526401175773
ENSG00000106355	-0.0951844046541563	0.036994837490448	0.123681703992763
ENSG00000137200	-0.0775280948884895	0.0369980725541174	0.123681703992763
ENSG00000154269	0.253052602022864	0.0369857925134857	0.123681703992763
ENSG00000165185	-0.135480264830294	0.0371038462913042	0.124006757335756
ENSG00000113520	0.329641887749116	0.0371757744464723	0.124218570010354
ENSG00000174827	-0.284322344466307	0.0371959614941537	0.124257438064072
ENSG00000117394	-0.0929370717471549	0.0372083917490992	0.124266735706099
ENSG00000117450	0.079348279852042	0.0372214493242729	0.124266735706099
ENSG00000170364	-0.0736799215975206	0.0372244108128905	0.124266735706099
ENSG00000071282	0.245019307888561	0.0372908443989249	0.12445990691507
ENSG00000168229	-0.203996009654065	0.037311633204591	0.124500682815687
ENSG00000213463	-0.0782070702000625	0.0373464224726576	0.124588145708625
ENSG00000133858	-0.0806891126022302	0.0373847794191997	0.124687467523278
ENSG00000262655	-0.209851114196902	0.0374358079117361	0.12482899676721
ENSG00000100453	-0.215830913976058	0.037490049832015	0.124923829733888
ENSG00000163611	-0.0886132016166859	0.0374871004090455	0.124923829733888
ENSG00000165996	0.198873189679666	0.0374899803001575	0.124923829733888
ENSG00000104974	0.135479523117453	0.0375295812486468	0.125026873311145
ENSG00000137337	-0.0906131923174774	0.0375729261631162	0.125142571089031
ENSG00000132254	-0.0507526772976168	0.0376155028710141	0.125255521896486
ENSG00000156256	-0.0665077678452753	0.0376240855101115	0.125255521896486
ENSG00000166321	-0.127445267537292	0.0376500422038935	0.125313213339036
ENSG00000180481	-0.33057938262418	0.0377843950191646	0.125731577927461
ENSG00000164002	-0.0745485336530759	0.0378142601131063	0.125802136542114
ENSG00000204315	0.152544831265286	0.0378574686381101	0.125917044187898
ENSG00000005471	-0.215504853489937	0.0381135147312976	0.126599946072313
ENSG00000113593	-0.0827851586076101	0.0380823261813612	0.126599946072313
ENSG00000128699	-0.084282202278387	0.0380791554321309	0.126599946072313
ENSG00000137411	-0.106967123209901	0.0381150818708588	0.126599946072313
ENSG00000184939	-0.081383386833022	0.0381041279183317	0.126599946072313
ENSG00000205744	-0.0668354658802337	0.038098753411864	0.126599946072313
ENSG00000178573	0.116717262643081	0.0382009212877393	0.126856054344859
ENSG00000196639	0.412144130748575	0.0382127048511773	0.126866180105909
ENSG00000062582	-0.236373717618088	0.0382297256881613	0.12687912271332
ENSG00000241106	-0.171402643631454	0.038234073674093	0.12687912271332
ENSG00000113719	0.0772557224548264	0.0382447553677841	0.126885580565798
ENSG00000100053	-0.584018839001228	0.0382723016568843	0.126947974781056
ENSG00000177595	-0.105381667119521	0.0382900556466549	0.126977867184398
ENSG00000116044	0.0797478052628317	0.0383055429626055	0.127000230890629
ENSG00000168958	-0.0393045170634388	0.0383325404335211	0.127021783767719
ENSG00000187676	-0.0943823915204386	0.0383382788321982	0.127021783767719
ENSG00000198482	-0.0832324028036107	0.0383334676921731	0.127021783767719
ENSG00000118855	0.0883416011759529	0.0383703416267962	0.127044511809263
ENSG00000137478	-0.0600086616140933	0.0383801251510531	0.127044511809263
ENSG00000162236	0.0466587877684085	0.038367160908483	0.127044511809263
ENSG00000186687	-0.0984668534894439	0.0383792767634917	0.127044511809263
ENSG00000109917	-0.0410846419201755	0.038418612376981	0.127142935697345
ENSG00000071909	-0.519364374485224	0.0384556403960806	0.12720751007813
ENSG00000169813	0.0602279714073646	0.0384551493230523	0.12720751007813
ENSG00000104804	-0.430729420006636	0.0384838370464516	0.127242825654384
ENSG00000214402	-0.344233847720609	0.0384784854847481	0.127242825654384
ENSG00000186166	-0.100212451284617	0.0384937604559542	0.127246670601442
ENSG00000012660	0.059838468311831	0.0385184384522796	0.12729927611362
ENSG00000081026	0.149650915257217	0.0385279876471679	0.127301870012537
ENSG00000165669	-0.0577297149717799	0.0385395557657917	0.127311132021406
ENSG00000156011	0.155638834810652	0.0385486854336415	0.127312336499237
ENSG00000145649	-0.182698319728906	0.0386802966803348	0.127717960736954
ENSG00000168096	-0.0752814770039818	0.0387061890261145	0.127774408091889
ENSG00000103855	0.48006730434786	0.0387228513963977	0.12778770921211
ENSG00000157680	0.465466827531092	0.0387366116117674	0.12778770921211
ENSG00000166575	-0.0945763525600712	0.0387357147522958	0.12778770921211
ENSG00000142197	0.0644617380226539	0.038753777226959	0.127815307498088
ENSG00000092094	-0.0788079465473357	0.0387798480827632	0.127841754976388
ENSG00000105926	-0.119748224633174	0.0387940514987729	0.127841754976388
ENSG00000144579	0.0480656789301668	0.0387763418545699	0.127841754976388
ENSG00000169919	0.0460078973427223	0.0387970021298395	0.127841754976388
ENSG00000142676	-0.0893496730566115	0.0388077363957796	0.127848122283669
ENSG00000272325	0.055655933140178	0.0388288034210957	0.127888519204403
ENSG00000218739	-0.0917132302688815	0.038840468723744	0.127897938837538
ENSG00000169508	0.153123101735743	0.0388882445270126	0.128026235665199
ENSG00000263528	0.0695968567890871	0.0389026324989686	0.128044581248022
ENSG00000160226	-0.118192473178985	0.0389286720590064	0.128101260003867
ENSG00000160953	-0.0652646644933535	0.0389791048820147	0.128238164985564
ENSG00000013375	-0.0684153310954619	0.0390031255806942	0.128257288572801
ENSG00000048162	-0.0751214744117016	0.0389984748161896	0.128257288572801
ENSG00000168002	-0.0568808617747731	0.0390114079803536	0.128257288572801
ENSG00000182196	-0.131817376845778	0.0390337560825295	0.128301721452533
ENSG00000139433	0.0622026142507711	0.0390688703064233	0.128388086244524
ENSG00000160539	0.175225317428638	0.0390808477249052	0.128398397015211
ENSG00000072756	-0.0971582103754639	0.0391501052171897	0.128567777137617
ENSG00000197136	-0.0638927027667667	0.0391480584453976	0.128567777137617
ENSG00000132170	0.347314333852827	0.0391646291482852	0.128586401080209
ENSG00000113273	0.105067881397903	0.0391882558043208	0.128621049624599
ENSG00000131778	-0.0587888073551842	0.0391928926429243	0.128621049624599
ENSG00000174373	-0.081732622789609	0.0392648053235034	0.128827941568531
ENSG00000136449	-0.287979722003092	0.0393198688568158	0.128927659663254
ENSG00000146859	0.158058867869062	0.0393205983794211	0.128927659663254
ENSG00000196730	0.132886077935952	0.0393307029237783	0.128927659663254
ENSG00000198551	-0.0875228804470171	0.0393286939001852	0.128927659663254
ENSG00000166762	-0.164389048681386	0.0393519566936352	0.128968224497981
ENSG00000112297	0.077501576464575	0.0393898948505428	0.129015308354863
ENSG00000185716	-0.085059589001168	0.0393849439504864	0.129015308354863
ENSG00000196209	0.153147292259941	0.0393929702274574	0.129015308354863
ENSG00000101191	-0.0687537730364851	0.0394399047180342	0.129052628076019
ENSG00000155465	0.124972722965832	0.0394159460317442	0.129052628076019
ENSG00000178567	-0.0873371102647	0.0394392582794923	0.129052628076019
ENSG00000198755	-0.11942557635719	0.03942453629275	0.129052628076019
ENSG00000148303	-0.0863954726775236	0.03958867667221	0.12951025420357
ENSG00000111412	0.0587814469320246	0.0396309628196184	0.129575507924484
ENSG00000137210	-0.0948576047965385	0.0396207001192536	0.129575507924484
ENSG00000214827	-0.128090341952107	0.0396353860040263	0.129575507924484
ENSG00000109458	0.128151768218825	0.039650895551001	0.129597042726888
ENSG00000142207	-0.100414632334266	0.0397231404964949	0.129803963039728
ENSG00000148090	-0.0562482453497119	0.039809542534952	0.130057041232608
ENSG00000106665	0.0907559995121949	0.0398558745675576	0.130179127073032
ENSG00000280433	-0.170429295425664	0.03991277227311	0.130335660356772
ENSG00000143850	0.186649773831391	0.0399311383020471	0.130366325879351
ENSG00000174080	-0.137895992974875	0.040015461884349	0.13061226603824
ENSG00000243725	-0.0956370798727386	0.0400540406999311	0.130708816258481
ENSG00000247626	-0.0714770159130335	0.0400849251167867	0.130780219524107
ENSG00000126705	-0.0804763312952479	0.0400985215470811	0.13079519997111
ENSG00000126353	-0.17305400280876	0.0401877843529391	0.131011820391135
ENSG00000130176	-0.467222644196898	0.0401919911643993	0.131011820391135
ENSG00000156482	-0.104199058751729	0.0401869982967252	0.131011820391135
ENSG00000111341	-0.345357541554292	0.0402074465512032	0.13103279361818
ENSG00000213214	0.302719908428727	0.0402191494995604	0.131041531287823
ENSG00000134910	0.0676914066362771	0.0402783490699498	0.131175565076462
ENSG00000165688	-0.0426366169581539	0.0402707399702926	0.131175565076462
ENSG00000104853	0.0417236871366027	0.0403149964544493	0.131265483860317
ENSG00000126215	-0.0791314206180334	0.040356778272804	0.131372076291456
ENSG00000100216	-0.0672433661595347	0.0403784963683282	0.131413322820965
ENSG00000164946	0.418215995780029	0.040393088090958	0.131431363019974
ENSG00000102048	-0.242794087930325	0.0405313330912211	0.131851649081744
ENSG00000070190	0.0876205037380357	0.0405549525835784	0.131898944531231
ENSG00000077514	0.063866200238017	0.0405832360369094	0.13191062115046
ENSG00000105173	-0.128416377413849	0.0405857876710089	0.13191062115046
ENSG00000110321	0.0355279646734529	0.0405801942269904	0.13191062115046
ENSG00000091262	0.170800965118869	0.0406059726782962	0.131946700928915
ENSG00000104221	0.0943729663556467	0.0406385502757456	0.13199350240501
ENSG00000111252	0.0869474848990416	0.0406371581637578	0.13199350240501
ENSG00000112941	-0.0635830311009536	0.0406500476454441	0.132001328426129
ENSG00000132716	-0.0645527091749443	0.0406991160422189	0.132131126623431
ENSG00000111877	-0.0499278764197097	0.0407381201095749	0.132228199908732
ENSG00000136888	-0.0846168979828342	0.0407634813859035	0.132280957803898
ENSG00000100354	-0.0868396723120766	0.0408039154614635	0.132382593718507
ENSG00000144893	0.202392862099527	0.0408343150165875	0.132451635912446
ENSG00000152953	0.18944403996775	0.0408527703686949	0.132481913285397
ENSG00000172301	0.0965462479872587	0.0408624660454702	0.132483776631798
ENSG00000059573	-0.0651929679383458	0.0408726721504142	0.132484368295917
ENSG00000101997	0.0477095239756745	0.0408898108179055	0.132484368295917
ENSG00000128944	0.125013192080669	0.0408900119153596	0.132484368295917
ENSG00000155621	-0.0694509472363411	0.0409219846361988	0.132558391356108
ENSG00000037042	-0.121458141403536	0.0409574405647251	0.132643662029572
ENSG00000082068	-0.0465058983781862	0.041071928455941	0.132961878902689
ENSG00000205517	0.292576462824557	0.0410740069284934	0.132961878902689
ENSG00000180228	-0.0505548389756543	0.0411118738698029	0.133054805694939
ENSG00000164022	-0.0526851687146061	0.0411416837239409	0.133121620871072
ENSG00000068137	0.198764590983092	0.0411684656030801	0.133161236283924
ENSG00000175054	-0.0616244447505667	0.0411722624544648	0.133161236283924
ENSG00000110046	0.0740984291494357	0.0411828975769206	0.133165981145319
ENSG00000109066	0.0694767361699976	0.0412121617965982	0.133230948162829
ENSG00000008988	-0.113684627610827	0.0412361254697253	0.133278754438754
ENSG00000175197	0.162074661798168	0.0412721250269957	0.133365431816933
ENSG00000120688	0.0646070625559463	0.0412924573846489	0.133401455407479
ENSG00000079974	-0.0794536817469904	0.0413405932196237	0.133497580372395
ENSG00000105404	0.0849473486342573	0.0413343325833512	0.133497580372395
ENSG00000128253	0.273086009247806	0.041370413841395	0.13352788198334
ENSG00000137760	-0.0744661035337687	0.0413775557182109	0.13352788198334
ENSG00000142937	-0.105605944760691	0.0413694773730624	0.13352788198334
ENSG00000101955	-0.423523419060517	0.0414115871948017	0.13354941286056
ENSG00000141298	0.0998614578916967	0.0414114532268382	0.13354941286056
ENSG00000249459	-0.12829334030461	0.0414118110515637	0.13354941286056
ENSG00000122386	0.26052257795511	0.041476417127163	0.13372807075961
ENSG00000133119	-0.0949240364992214	0.0415015065234032	0.133779268143016
ENSG00000221838	0.0736834489989637	0.0415160859187585	0.133796571548695
ENSG00000138231	0.0733826597112541	0.0415293383777606	0.133809591822753
ENSG00000131669	0.141276822396307	0.0415536531658207	0.133850845233849
ENSG00000156931	0.0603662760515046	0.0415605722550539	0.133850845233849
ENSG00000152154	-0.270621239590689	0.041589987734282	0.13391588823774
ENSG00000197930	0.0843287493079155	0.04165414916829	0.134092756354036
ENSG00000124784	-0.0484830642204223	0.0416764258345625	0.134134740803683
ENSG00000087586	0.165317769319855	0.0416946704587884	0.134149872213258
ENSG00000117280	-0.0686232325470544	0.0416995988325548	0.134149872213258
ENSG00000148396	0.0506938603972666	0.0417290549758332	0.134214907777674
ENSG00000231500	-0.117770353168818	0.0417401401957926	0.134220840456915
ENSG00000169189	-0.0685377715044011	0.0418484890811925	0.134539465228933
ENSG00000060069	0.056971060237799	0.0418687197731453	0.134574718899079
ENSG00000169155	-0.0566010884217792	0.0419407298999917	0.134776349955172
ENSG00000213347	0.0950349447156878	0.0419528083982084	0.134785344389289
ENSG00000128268	0.191731157976762	0.0419847127193141	0.134858016861574
ENSG00000072135	0.0589343948144244	0.0420416520849192	0.134983340841241
ENSG00000146166	-0.587650136597504	0.0420423155914475	0.134983340841241
ENSG00000198130	-0.089531551961083	0.0422524200209741	0.13562793387948
ENSG00000101347	0.0670912186864388	0.042263581528745	0.135633787385113
ENSG00000141570	0.123298076638303	0.0423486727055604	0.135876843615698
ENSG00000180447	0.271950870316186	0.0424328876259254	0.136116981618058
ENSG00000165338	-0.165148947664323	0.0424659274944666	0.136192889568807
ENSG00000197766	0.207716980177322	0.0424934500362298	0.136251073239788
ENSG00000112511	-0.0891211601984724	0.042513997106476	0.136274598560523
ENSG00000154639	-0.277531132319533	0.0425195511653211	0.136274598560523
ENSG00000147202	0.0886484139746208	0.0425702707212437	0.136407055421589
ENSG00000155097	0.0650613898406994	0.0426126121090428	0.136512613781175
ENSG00000028277	0.0811224722013684	0.0427135762507725	0.136774975294084
ENSG00000107821	-0.396874230317287	0.0427510077683402	0.136774975294084
ENSG00000110375	-0.243690196009203	0.0427408707382194	0.136774975294084
ENSG00000111269	0.0732451540542932	0.042721239160194	0.136774975294084
ENSG00000168306	0.261928632493832	0.0427509074623174	0.136774975294084
ENSG00000204165	-0.13442338330172	0.0427315680936309	0.136774975294084
ENSG00000186074	0.123472569604896	0.0427773155181333	0.136829004162274
ENSG00000173757	0.0485037329571324	0.0428202159322184	0.136936071425687
ENSG00000115561	0.055709174893056	0.042909147347321	0.137190263090433
ENSG00000186567	0.171638784259751	0.042926739392013	0.13721630494476
ENSG00000055950	-0.0560111321268672	0.0430072551020847	0.137443428021514
ENSG00000126432	0.082800618535231	0.0430554945789548	0.137567324848068
ENSG00000010379	-0.294839384716471	0.043098612341293	0.137657312254
ENSG00000167986	0.0335880059904593	0.0431026131587741	0.137657312254
ENSG00000215883	-0.112641819927189	0.0431429341923588	0.137755796690264
ENSG00000006652	0.0959409685781068	0.0431655142666652	0.137797603235893
ENSG00000105072	-0.0968484644719524	0.0432056629911912	0.137857173017535
ENSG00000136247	-0.0622265217265673	0.0431937952771699	0.137857173017535
ENSG00000204564	-0.0603958645501987	0.0432126477623985	0.137857173017535
ENSG00000099875	0.0636982592965103	0.0432442860365797	0.137927811743812
ENSG00000168066	-0.053104405035248	0.0432635397342348	0.137958927473054
ENSG00000134285	-0.126287308021452	0.043274227182513	0.13796271945259
ENSG00000105784	-0.41385602027303	0.0432837604379351	0.137962830888964
ENSG00000185436	-0.144721880090252	0.0433140910458872	0.138029217297392
ENSG00000148358	0.0450329842375044	0.043365064837582	0.13816134388372
ENSG00000040275	-0.0986488079157971	0.0433865721199615	0.138199552640886
ENSG00000171940	0.118643671989158	0.043439034596814	0.138336324823224
ENSG00000107819	0.0622140637936252	0.043481032751736	0.138379053619405
ENSG00000170677	0.113264118033912	0.0434740760770778	0.138379053619405
ENSG00000176422	-0.083117021894815	0.0434704489019334	0.138379053619405
ENSG00000156990	-0.0453183054829228	0.0435029250972164	0.138418398036598
ENSG00000110700	-0.113578022434923	0.0435604031562639	0.138454981660248
ENSG00000136942	-0.110672205143408	0.0435478919029845	0.138454981660248
ENSG00000185621	-0.104378875132415	0.0435620837306255	0.138454981660248
ENSG00000196954	0.0707221951139913	0.0435438404214402	0.138454981660248
ENSG00000213719	0.0861638976149323	0.043540354147067	0.138454981660248
ENSG00000067836	0.14533559047277	0.0437025095435557	0.138719176381151
ENSG00000110697	0.0569015758863736	0.0436927192110007	0.138719176381151
ENSG00000116273	0.0664301712629984	0.0436968975037354	0.138719176381151
ENSG00000152270	-0.112173739376918	0.0436892425904625	0.138719176381151
ENSG00000157823	0.0753828425086429	0.0436654107661325	0.138719176381151
ENSG00000165568	-0.239883894618787	0.0436998756395256	0.138719176381151
ENSG00000138669	-0.252096448902324	0.0437293324108706	0.138773990226763
ENSG00000141503	0.069217331195688	0.043761869887113	0.138816588798933
ENSG00000182923	0.0915286035735127	0.0437593943438489	0.138816588798933
ENSG00000114503	-0.0437945069985338	0.0437898392159619	0.138874981356298
ENSG00000115525	-0.0793830506183274	0.0438227830887934	0.138949121232203
ENSG00000129749	0.145334699414481	0.0438443865234981	0.138977359012731
ENSG00000139278	0.0864269888429392	0.0438508252223991	0.138977359012731
ENSG00000171246	-0.350835063172499	0.0438673812704093	0.138999501080431
ENSG00000121289	0.0647489600320497	0.043886967071664	0.139031231562905
ENSG00000072786	0.0404467031945637	0.0439057694662028	0.139060466963933
ENSG00000126749	-0.0560993902890182	0.0439645722942113	0.139216353297017
ENSG00000146250	-0.383517568931072	0.0439991316067794	0.139295419919022
ENSG00000087087	-0.054053898924801	0.0440970384369015	0.13957495822532
ENSG00000102393	0.107029773961466	0.0441200619159004	0.139617407261101
ENSG00000176014	0.186811607578882	0.0441351166572187	0.139634626322392
ENSG00000100599	0.0612796497576863	0.0442500156644292	0.139967656255626
ENSG00000143947	-0.113473701821095	0.0442665085198073	0.139989339484041
ENSG00000105127	-0.0348962607820296	0.0443151780994589	0.140103968866114
ENSG00000154309	-0.0873915257142418	0.0443312972738304	0.140103968866114
ENSG00000164929	-0.249409189247869	0.0443316930057596	0.140103968866114
ENSG00000105229	0.0625499219894523	0.0443446476516815	0.140114424002757
ENSG00000116761	-0.188058941811822	0.0443656168362071	0.14015019237623
ENSG00000106948	-0.0552222883930315	0.0443980095587035	0.140195570037028
ENSG00000125966	-0.323348023644678	0.044399285519472	0.140195570037028
ENSG00000135446	-0.0505739724335691	0.0444763228933972	0.140377790097044
ENSG00000145708	0.206460561715191	0.0444732310144731	0.140377790097044
ENSG00000079215	0.25143844746065	0.0445605306379583	0.140499881971184
ENSG00000117016	-0.113039641351301	0.0445735392951391	0.140499881971184
ENSG00000131508	-0.0538297011583706	0.0445492166780553	0.140499881971184
ENSG00000138032	0.057351604360118	0.0445652461199463	0.140499881971184
ENSG00000172775	-0.0432124984117058	0.0445827164203227	0.140499881971184
ENSG00000204977	-0.0653944747287528	0.0445586220621194	0.140499881971184
ENSG00000205209	-0.196301395130322	0.0445323683663153	0.140499881971184
ENSG00000155093	0.138220973044939	0.0445927127109443	0.140500900678192
ENSG00000113971	-0.130523622155109	0.044622225506902	0.140563397416558
ENSG00000153113	0.0798085504076361	0.0446515722933138	0.140564388287903
ENSG00000177697	0.184103352002124	0.0446339793201912	0.140564388287903
ENSG00000196418	-0.100641114910764	0.0446496647751101	0.140564388287903
ENSG00000196781	-0.1464975996181	0.0446909737347209	0.140657940085985
ENSG00000198879	-0.0710670923798826	0.0447173188821338	0.140710367582971
ENSG00000091972	-0.222953561228583	0.044761074704415	0.140817546043238
ENSG00000124019	0.166806945351845	0.0447864886523837	0.140866987370263
ENSG00000101224	-0.0895594693146489	0.0449208233585777	0.1412589216894
ENSG00000065135	0.0790706170200511	0.0449721089063543	0.14138958481922
ENSG00000112576	-0.0783701082249164	0.0450277611331539	0.141533917000446
ENSG00000160584	0.0430966736601084	0.045054832390293	0.141557741827602
ENSG00000166523	0.192043808229874	0.0450454504128017	0.141557741827602
ENSG00000103549	0.0419496962008819	0.0450800429366331	0.141606319994506
ENSG00000174611	0.342130819037884	0.0450946923646742	0.141621709534463
ENSG00000122481	-0.101239663653524	0.0452020977782615	0.141788037914415
ENSG00000135148	0.0832853289043223	0.0451774254701608	0.141788037914415
ENSG00000145284	-0.235749878963114	0.0451894753651884	0.141788037914415
ENSG00000147789	-0.0598072688820785	0.0452061346016744	0.141788037914415
ENSG00000175305	0.209887535042787	0.0451641157702266	0.141788037914415
ENSG00000196689	-0.0792364189816955	0.045206223998737	0.141788037914415
ENSG00000251322	0.285970834968818	0.0452270538039328	0.141822745358835
ENSG00000169895	-0.0734325441433326	0.0452429170899062	0.141841867198551
ENSG00000159200	0.0653469669015643	0.0452732469019726	0.141906325259204
ENSG00000068796	-0.0714107199773847	0.0453093269413766	0.14198877536645
ENSG00000003147	0.134753829180119	0.0453934806063425	0.14219113776302
ENSG00000162430	0.0574239810499605	0.0453855294070161	0.14219113776302
ENSG00000182979	-0.0712655810495144	0.0454320062653317	0.142281132169888
ENSG00000012211	0.0773709701825333	0.0454609344973501	0.142341037631819
ENSG00000165943	-0.105281633031916	0.0455387269905146	0.142553881365781
ENSG00000102174	-0.25613183385221	0.0455948643089431	0.142668118071391
ENSG00000116478	-0.0398594338779878	0.0455890580111958	0.142668118071391
ENSG00000181322	-0.283525717700424	0.0456115002699724	0.142689433862018
ENSG00000114670	0.145549132706798	0.0456583159514797	0.142784492903121
ENSG00000139970	0.133605926270916	0.0456615469559378	0.142784492903121
ENSG00000171448	-0.0867563104578907	0.0456891660105053	0.14281903437423
ENSG00000277877	-0.17174037931492	0.0456922583639965	0.14281903437423
ENSG00000091181	0.26262403528787	0.0457115074163292	0.142848460676029
ENSG00000169554	0.106827071694481	0.0457743947085307	0.143014214485138
ENSG00000221994	-0.103700030838088	0.04578787595275	0.143025569508321
ENSG00000132837	-0.288277791721699	0.0458203977047085	0.143096382855491
ENSG00000163870	0.0735001679744933	0.0458359161641579	0.143114076157436
ENSG00000157796	-0.0975616526314374	0.0458980870457776	0.143277394012448
ENSG00000048828	0.0415546130062697	0.0459534122627231	0.143419276561249
ENSG00000133106	-0.255208296142976	0.0460413409443718	0.143631975347294
ENSG00000159618	-0.146038104062757	0.046033882567096	0.143631975347294
ENSG00000143924	-0.0697027854763669	0.0460818773231596	0.143727564552049
ENSG00000142178	-0.848398213520728	0.0460956396420488	0.143739623400764
ENSG00000172007	0.116878343573051	0.0461317949759849	0.143821490024937
ENSG00000153933	-0.0993672675418202	0.0461738013058167	0.143921558791199
ENSG00000204516	0.0863587043805458	0.0462199810893765	0.144034590286032
ENSG00000117600	0.591189407285863	0.0462496979998087	0.144084331413883
ENSG00000147140	-0.0272563980864	0.0462557822638855	0.144084331413883
ENSG00000160691	0.0390691174028554	0.0462986885866502	0.144167622561217
ENSG00000172260	-0.272772933423383	0.0463023724095062	0.144167622561217
ENSG00000111653	-0.0546625042657583	0.0463447494047094	0.144254504917882
ENSG00000136286	0.0628985623954229	0.0463501393770571	0.144254504917882
ENSG00000136003	-0.0634105712698669	0.0463863599635229	0.144336306441767
ENSG00000170417	-0.113094601317034	0.0464117911983635	0.144354115670062
ENSG00000179348	0.261555034425617	0.0464204272162213	0.144354115670062
ENSG00000204713	0.0500457664091831	0.0464218984023999	0.144354115670062
ENSG00000169957	0.0770545416171244	0.04643370614148	0.144359927590967
ENSG00000163902	0.0584840319678491	0.0464848752533963	0.144488083256063
ENSG00000253251	-0.15512424734629	0.0465148049303324	0.144550180062704
ENSG00000134030	0.0899442691164461	0.0465733000703027	0.144608205113541
ENSG00000168591	0.0506557578777974	0.0465656537795919	0.144608205113541
ENSG00000171793	-0.0672113859088325	0.0465670283868175	0.144608205113541
ENSG00000173726	-0.0650592201779109	0.0465707582594064	0.144608205113541
ENSG00000043143	-0.0653558377971372	0.0466045427020922	0.144674285690936
ENSG00000075223	0.137552133359438	0.0466939076801681	0.144748072489054
ENSG00000086200	-0.0811107043404426	0.0466737079863288	0.144748072489054
ENSG00000087111	0.0378276721273361	0.0466537932562429	0.144748072489054
ENSG00000105717	-0.120315198102696	0.0466861987922971	0.144748072489054
ENSG00000125445	-0.0598258520972154	0.0466807846458382	0.144748072489054
ENSG00000143869	-0.347380215524847	0.0466752531134571	0.144748072489054
ENSG00000278817	0.25274243698048	0.0466980700642828	0.144748072489054
ENSG00000145332	0.0949740420206188	0.0467421689198828	0.144853851837273
ENSG00000003400	-0.0673164595553316	0.0467979167922352	0.144933846781922
ENSG00000095321	0.082023885363727	0.0467921997382316	0.144933846781922
ENSG00000172000	-0.419888701210045	0.0467824093099794	0.144933846781922
ENSG00000179639	0.194489216122953	0.0468563793613039	0.145083971482187
ENSG00000106366	0.298768068602569	0.0469058437831633	0.145184370609293
ENSG00000162927	-0.0924499810553056	0.0469087952681179	0.145184370609293
ENSG00000112306	-0.102519095811315	0.0469263511675106	0.145207765383062
ENSG00000184863	-0.068475626244009	0.0469794460246213	0.145310147680499
ENSG00000214212	0.117766004953828	0.0469707111361083	0.145310147680499
ENSG00000047932	-0.0869049409763717	0.0470113653849523	0.145377918291767
ENSG00000143224	-0.0801173576489089	0.0470479525816641	0.145460091794098
ENSG00000176834	0.158987674966255	0.0471641199627356	0.145749793376224
ENSG00000198464	-0.0807439008384311	0.0471606646275207	0.145749793376224
ENSG00000214652	0.415373736189809	0.0471717575670658	0.145749793376224
ENSG00000143324	0.0635262502848395	0.0472511296366395	0.145946355153516
ENSG00000186153	-0.0791982832785694	0.0472554704500505	0.145946355153516
ENSG00000148175	0.12298230168061	0.0472676621070889	0.145952974512216
ENSG00000100601	0.0839358521463357	0.0473320077906605	0.146120597908468
ENSG00000198939	-0.149662823911637	0.0474373118118477	0.146414567375072
ENSG00000108469	-0.0644455258108098	0.04751051720455	0.146609361035923
ENSG00000134255	-0.0814383764933879	0.0475329432899843	0.146647408939469
ENSG00000127419	-0.0818122325751735	0.0475713212196619	0.146734644450114
ENSG00000011295	-0.0600520880900331	0.0476397920316747	0.146852287618861
