ms1_peak_id,Resistantcells0003.mzXML,Resistantcells0010.mzXML,Resistantcells0017.mzXML,Resistantcells0024.mzXML,Wtcells0001.mzXML,Wtcells0008.mzXML,Wtcells0015.mzXML,Wtcells0022.mzXML
Group,Resistantcells,Resistantcells,Resistantcells,Resistantcells,WTcells,WTcells,WTcells,WTcells
1451,22833.47852,15074.48828,10313.4043,20400.69336,16253.35156,8924.935547,8847.40625,9439.959961
1452,22776.09766,14499.22656,16778.32813,16354.48633,11950.38379,16974.08594,15742.13672,15496.55469
1453,14508.17773,18555.26953,22761.42383,18052.06055,10503.43164,10828.97266,14596.53711,12079.58789
1454,22715.45898,20523.77344,19929.77734,17659.66016,19764.70117,20830.45703,18786.00391,19488.67578
1455,15169.20117,20543.04883,22562.31836,22632.50391,12325.12012,19499.46094,14202.05664,18761.41992
1456,10915.54004,20200.68555,13951.7627,22591.88086,6905.123535,12509.22168,13394.72656,20125.36914
1457,2840.241699,8322.34082,5703.415039,9261.733398,5261.208496,22388.6543,13553.93457,18017.05859
1458,11031.28906,15147.51074,9222.099609,21025.1543,9079.121094,22231.79883,13426.72852,15142.89551
1459,15574.35742,17276.38477,15054.67578,11663.98633,14120.8125,19610.75586,15118.9541,22198.12109
1460,18157.20703,19446.67383,20354.29297,19254.95898,19773.79297,19501.85156,21814.25781,21180.76563
1461,10680.9541,17730.79688,12306.18262,21680.46875,10294.54785,14040.24609,14369.32031,14158.95898
1462,21679.78906,15828.73828,19635.40039,11292.43848,16734.60938,8977.084961,15245.27051,12459.04199
1463,21615.33203,15368.09375,17349.64063,14924.0293,4711.123535,8342.357422,5762.283203,6728.917969
1464,20450.56055,19954.9375,21262.51953,18026.75391,18666.68164,21291.05469,18935.38867,20725.46289
1465,3502.983887,14020.01367,21257.13672,10651.47266,7504.296387,8714.834961,16966.29297,19344.20508
1466,14529.97754,8831.485352,5456.496094,10789.96777,17570.90625,21253.03516,14585.29785,12424.77734
1467,10248.74902,14652.60449,11833.28027,21111.74414,,19538.20117,,
1468,16266.80273,20970.04688,11424.72559,18930.50781,12602.94531,19010.58984,12878.64063,11392.06445
1469,11654.52441,20667.38477,10560.1709,17528.51172,9273.422852,17319.06055,11102.98828,17421.09375
1470,13026.95313,20615.73242,13649.97754,18722.36328,8447.494141,11495.37402,8098.69873,11734.20801
1471,10307.2373,14217.19824,11895.61914,13810.56055,7776.344238,10892.60352,10349.96484,9763.606445
1472,6964.138184,11197.25,7317.380859,9883.232422,4591.699219,7428.896973,5220.930176,8091.53125
1473,5006.970215,8341.942383,5248.553223,7564.972168,4881.355957,7119.492188,4960.294434,6886.015625
1474,3683.992432,5172.251953,4297.624512,6916.192871,4492.650879,14092.32422,6779.895996,20607.98828
1475,17808.28125,15734.8457,10120.92188,20492.51953,,5522.759766,5511.821777,8616.792969
1476,4231.446777,11844.66016,9800.600586,6045.188477,3462.871094,8856.617188,3596.776611,20491.21289
1477,20453.67969,11636.32422,9697.261719,16299.41016,12931.41016,15084.31445,9702.977539,13986.89648
1478,20417.50586,13520.51758,14429.95898,14094.21875,12937.67676,14784.72266,15375.66504,18599.56445
1479,6466.381348,13323.02441,8259.170898,6045.816895,6931.204102,16059.71875,11725.39355,20307.45117
1480,19671.83008,19835.42773,19679.86914,18889.27148,18259.73633,18354.77539,18900.44141,16691.21094
1481,6714.424805,8784.314453,8285.828125,8855.157227,9560.692383,9149.907227,9302.921875,8910.229492
1482,4877.919434,7384.819336,4838.061523,6273.557617,4533.277344,5574.44043,4715.273926,4996.291016
1483,4333.555176,7126.015137,5072.109863,5334.438477,5067.284668,6117.927734,4521.76416,4798.067871
1484,5808.479004,7020.303223,5578.79248,6516.709473,4878.746094,5323.941406,5073.961426,5579.68457
1485,5643.623047,6594.60791,6259.615234,6617.503418,6836.42334,6148.031738,6407.78125,6246.753418
1486,4145.327148,5491.107422,5269.486816,5581.233398,5612.481934,4866.366211,5041.783203,5686.25293
1487,7098.843262,7581.216797,5694.109375,7888.406738,13745.40137,15594.73535,9434.990234,19795.44141
1488,14994.55664,16219.09961,15269.30566,18297.07422,16597.68164,12911.05859,9613.107422,19712.95898
1489,12394.71289,14559.9707,19586.48828,18672.21484,18996.69531,18203.19336,18540.07422,15932.69043
1490,13637.84375,,15434.62012,11566.00684,15020.32227,14858.21094,18237.19336,19487.71484
1491,13578.39746,17143.29492,10060.2627,17010.0957,12304.58203,19476.75781,14913.81641,14293.2373
1492,15735.57129,19433.33398,13446.28027,19427.7832,14942.2793,13115.27051,11867.60742,12349.17383
1493,12246.25781,19373.73438,12160.4668,18736.14258,9093.62207,18161.86133,11973.37695,15617.48828
1494,11087.52539,3687.944336,12971.79102,6102.545898,19213.84375,7356.798828,14683.94238,13463.68066
1495,15684.20117,15530.84863,19174.11719,17473.7793,16730.64258,15332.72461,15665.3252,18415
1496,6364.120605,8122.887695,6099.768066,5756.245117,6813.907227,12101.81348,12081.70605,19143.50977
1497,,,,,9716.625,12496.9082,8899.772461,19073.03516
1498,13414.3418,18697.4707,17564.70898,18919.07422,8285.59375,13755.02344,9761.536133,16642.07813
1499,11736.39355,18897.50586,10176.2373,17552.08203,9118.612305,17532.24609,10037.33496,13325.12695
1500,11574.83301,18769.39258,10498.64453,14950.26074,8853.504883,18144.08203,13604.45703,16153.93457
1501,7631.547363,7428.788574,5915.420898,7863.742676,4320.257324,7629.888184,6812.525879,8082.006836
1502,12266.3877,18710.60742,15235.64551,12465.58691,7149.476074,8094.634766,10582.12207,17470.14063
1503,9698.333984,13320.04199,11078.04004,18689.68555,3175.307373,4806.673828,3399.999023,3408.554199
1504,2564.713867,5329.032715,3171.970947,7020.125977,6771.235352,18613.25391,9973.243164,16576.26563
1505,18507.64063,10859.23828,8013.884277,11610.34961,11756.40723,6659.045898,5375.84668,5171.083496
1506,11607.84863,17697.93359,13227.41602,18265.02734,11245.43652,13762.90723,12032.42285,12402.9209
1507,5051.635254,7544.098145,4162.996094,9567.814453,2705.482422,7155.44043,4625.606445,5974.377441
1508,12387.34961,4329.660645,4713.436523,5697.693359,18067.61719,12545.69434,7885.702148,12586.61621
1509,7490.145996,6699.372559,5668.383301,7196.502441,12719.50098,10238.87695,5871.33252,11137.54297
1510,9557.401367,3170.918213,,5574.470215,10817.05078,8238.991211,8003.741699,17871
1511,16975.38672,15759.90918,17117.01367,16896.70898,17851.72461,17749.62305,14137.37695,16613.21289
1512,11450.49707,17734.84766,9061.22168,16844.60352,13056.60449,11782.34082,11573.17578,11424.8584
1513,5728.081543,12640.37305,10997.40723,13587.69727,,16026.07227,,17609.23828
1514,16092.71973,16406.82227,14926.02246,14646.04102,10112.64258,17599.52148,10481.51855,16337.60938
1515,,7497.362793,2813.133301,8136.939941,7829.439941,17505.17969,13090.7832,15198.73047
1516,16834.75,16226.98828,15531.70801,17230.70117,15111.06152,16282.28906,17026.50195,16851.12109
1517,9023.878906,17188.89258,10456.43262,14419.38184,7211.942383,14112.94043,8924.151367,11842.99023
1518,8577.464844,17188.89258,10456.43262,14419.38184,5869.256836,6559.081055,6269.248535,4636.240234
1519,12388.41113,16204.21875,13506.37305,16494.5,14663.81445,15007.00488,13540.99609,16778.22266
1520,6477.428223,9861.764648,6650.426758,11186.84375,6282.29834,16128.32227,9068.697266,16649.19336
1521,4864.598145,9816.262695,9116.344727,16528.62305,8932.764648,15879.06348,9319.585938,15925.95898
1522,3544.565186,7420.092773,6661.168457,10419.49316,5397.50293,9766.720703,5975.268555,11691.54102
1523,6163.201172,8629.033203,6485.983398,11063.2041,4100.091797,16526.5293,14694.91309,10777.38477
1524,15491.92578,16518.21875,13129.89844,16189.36719,15823.16211,12159.28906,12849.79492,12587.77637
1525,5721.571289,8636.231445,7981.61084,6227.401367,3207.554932,6408.952148,3511.682373,16508.7832
1526,12718.30176,16393.50195,15401.02051,15782.31152,11458.62305,10664.68359,11374.46582,15356.12402
1527,9759.666992,16359.41992,9322.960938,16241.56348,11433.49414,15899.36328,11594.41406,14343.56152
1528,5284.904297,13589.32617,4941.779297,16199.13379,4984.321777,12710.46777,5906.497559,8401.069336
1529,8577.464844,16158.88184,10216.93164,11840.00391,4198.903809,6229.026855,6266.845703,4636.240234
1530,14938.89844,14112.62207,13981.55664,14475.99023,14478.3457,16068.19434,14805.39551,14855.89844
1531,15915.58887,12976.8877,9618.146484,10929.64355,12695.6084,9930.462891,8467.639648,14634.10645
1532,15073.77832,15066.71484,9022.020508,9981.817383,7884.141602,5601.910156,5545.467773,13465.43945
1533,9032.69043,7644.167969,6414.525879,5867.094238,6983.421875,7076.871094,5482.56543,10226.99023
1534,6450.249023,13989.14648,9393.678711,15794.78906,8844.714844,12456.7998,10750.63965,12669.59668
1535,15787.77051,14584.60352,10612.41699,12924.60156,9763.78418,5465.447754,5446.958496,3541.137695
1536,12686.53711,15785.94727,8553.227539,11317.93555,6126.612793,11851.62695,8945.174805,6682.290527
1537,15484.52051,15284.06445,15180.69043,12777.16699,11625.16992,10813.33105,11644.1748,10917.61914
1538,11662.37109,14385.99023,12141.75098,15476.41309,12101.75781,13050.03613,11282.04102,12477.59277
1539,5752.702637,10629.55859,8671.420898,15463.61816,13585.98047,12713.53613,14238.03027,13810.7666
1540,7106.868652,11344.90137,7500.629395,15040.65332,11608.50098,10788.69336,7924.304688,11728.32813
1541,6532.988281,3666.679688,2153.042725,5715.473145,8990.458984,11156.63574,6511.996094,14966.45801
1542,14963.50586,10353.39063,4899.355469,10751.93945,14298.61328,13240.43457,10669.25195,
1543,10141.23047,4389.298828,3481.04126,3748.888184,14911.28027,7069.241211,4815.107422,8525.455078
1544,13488.11328,8802.616211,9349.833984,8204.183594,14753.51465,11154.42773,11797.70801,9912.189453
1545,11683.32617,14724.42285,13560.86328,13622.91602,14645.62109,14326.88672,13380.93359,13403.12695
1546,11850.55859,11784.84375,10391.17285,11207.47754,14189.08398,11082.41113,14678.12598,12480.76172
1547,11846.78906,7522.905762,6243.466309,7130.80127,12357.08691,11293.55566,6708.313477,14634.94531
1548,7842.737305,10681.23828,8953.368164,10956.10352,10978.06055,11183.94629,13960.68066,14589.33496
1549,12898.2627,12100.74316,14465.83691,11811.81348,13576.73242,14458.81543,13320.04785,13894.35742
1550,6844.647461,6250.646484,7090.960449,6185.759766,5780.95752,6304.685059,7050.461914,6730.365723
1551,9251.555664,14442.20996,6842.738281,9648.28125,11289.92578,13895.37305,8757.473633,12207.63867
1552,3717.456299,3901.080322,6389.230957,4537.338867,9349.084961,7857.283691,12801.10156,14322.58594
1553,11287.87012,9162.313477,7182.988281,14147.70996,8500.783203,8878.327148,6947.42627,9533.616211
1554,10382.00195,10071.9873,11323.85645,9938.835938,8820.726563,9975.451172,8838.249023,14118.87012
1555,,2375.733643,1627.644775,4086.35083,4395.085449,14117.4502,11472.81152,13432.28125
1556,11093.95215,13016.80176,11980.02832,14074.6709,12408.64453,11977.33496,11549.68555,12243.79297
1557,6824.208008,8665.321289,7871.181641,11119.29785,5574.5,13429.48828,7067.227539,14049.96289
1558,12849.78418,12658.09082,9475.262695,10878.26758,10555.58887,10537.90918,13845.67773,8650.089844
1559,7371.489746,7941.638184,5581.346191,11265.91602,6167.893555,13818.52637,7868.169922,10695.44922
1560,3840.141357,6557.670898,4856.462891,6191.081543,4462.383789,6993.056641,4625.311523,7284.681152
1561,9653.632813,13704.49414,8940.544922,13392.28516,6276.908203,12202.12012,6251.501953,11235.58789
1562,11192.71191,10982.07813,6346.463867,13704.20313,3292.359131,6292.61377,3098.067871,6958.476563
1563,8585.170898,8669.871094,6733.575684,9626.180664,11577.2793,13606.99414,12322.72949,13050.80371
1564,10580.12012,13084.57715,10563.92773,13584.60547,8251.407227,11990.30566,7091.210449,9880.582031
1565,12145.84473,13581.8916,9897.21875,10693.84082,6738.788086,12071.27734,10425.73535,11352.70508
1566,9341.730469,12026.35352,13570.39844,9826.672852,7674.062012,7543.538086,12577.78809,8506.435547
1567,2547.011963,1901.317627,6654.992676,1831.717285,10841.67773,3906.69873,12653.28125,13402.26758
1568,,,,,5906.323242,12996.39941,7167.972168,13394.06934
1569,8235.523438,12694.84082,9234.84375,13332.82422,7777.145996,10504.03223,9412.533203,9481.40332
1570,13329.44922,7328.995117,5902.562988,6406.829102,5840.140625,6941.122559,7850.046387,10099.42773
1571,13312.03125,6932.316406,8162.40625,9329.457031,9528.223633,6976.54541,8958.660156,8508.942383
1572,8703.050781,7179.500488,8013.453613,13291.81152,4913.278809,9361.162109,6510.536133,8262.790039
1573,10736.46191,13116.70801,12396.11426,11742.61719,9887.200195,7766.338867,6758.654785,9357.677734
1574,11781.58691,12027.51758,12473.77539,12345.59082,9387.878906,10770.93359,8075.571777,10899.68262
1575,11212.11133,8879.743164,13052.66797,10571.25,10444.59863,10221.36914,10822.13965,13089.10449
1576,10565.29492,8460.977539,12927.27734,8940.006836,11407.92969,12693.03125,8278.165039,7199.510254
1577,11794.83008,10271.1377,12914.27734,11566.45313,12898.10547,12152.45313,11325.20996,11260.21387
1578,10381.47656,12858.72461,10343.98047,12490.86816,8667.620117,10605.9541,9683.171875,10438.23535
1579,12854.85156,10921.44043,11722.65332,11463.75684,10045.7998,12595.86328,8638.210938,7404.441895
1580,10616.87305,12849.87988,10359.33594,11273.52539,11451.48926,10299.17871,10907.92969,9766.78125
1581,12793.25293,7505.342285,3878.106445,8022.614746,6908.988281,11823.5127,9802.016602,8693.214844
1582,,,2366.790283,5456.683594,5056.884766,12788.81348,9085.113281,12051.79199
1583,5837.951172,3569.623779,2972.002197,3757.016602,12726.5459,8320.522461,5103.653809,8663.195313
1584,7825.619141,10412.08594,10898.81055,8830.560547,6095.13623,12709.16992,7299.629883,9141.563477
1585,10908.68457,10825.08008,12684.79199,10006.32324,11341.23828,9968.307617,10928.34277,11433.8877
1586,8337.901367,12063.78027,6686.655273,9801.580078,6120.505859,12619.49316,7898.917969,10264.58887
1587,10594.47559,10254.56152,10681.58691,9146.482422,8992.092773,12385.58594,10177.94531,11568.34863
1588,6212.407715,5923.246582,5888.208496,5783.001953,5352.187012,5662.691406,6378.560547,7402.522949
1589,12282.31836,8952.202148,3023.293457,8091.818359,6454.205566,8927.740234,5099.76709,9013.418945
1590,7291.695313,9140.408203,8886.733398,9953.329102,5417.471191,9758.410156,12245.43457,5576.825195
1591,12223.91406,6946.617188,5302.872559,10429.48438,7263.114258,5589.121094,5129.23877,5379.925781
1592,12188.87207,9656.101563,4645.532227,6548.681152,3869.072266,8610.279297,6208.505371,6302.89209
1593,12048.14746,10927.15918,7337.055664,10502.68066,5092.00293,8151.749023,4821.114258,6695.789551
1594,6727.452637,11953.15039,7335.052246,10035.69531,5681.539551,8611.9375,6458.135254,7931.208008
1595,11946.35254,8438.830078,6035.470703,9840.732422,7924.056152,7071.605957,8603.71582,6188.902344
1596,1364.228638,1242.42041,3619.271484,4250.674805,7011.963379,4345.437988,5899.818359,11847.44629
1597,10687.49414,11823.41309,7269.594238,7850.422852,10805.16309,10551.47363,11242.36816,7384.181152
1598,11769.14355,9758.947266,7593.683105,9183.588867,5792.279785,9290.264648,7482.412598,7607.428223
1599,10531.72363,8565.704102,9096.610352,9311.167969,8626.211914,11569.75391,10504.81738,10189.40234
1600,8614.953125,5464.931152,4861.547363,5154.725098,10789.22266,10804.57422,6018.965332,11510.53906
1601,6149.37207,11492.63867,7304.245605,10722.95313,1986.33252,3630.473633,2435.256592,5181.102051
1602,7804.702148,11490.93555,8075.431152,10042.41406,4208.912598,11032.18066,6071.131348,7912.188965
1603,1535.506104,3440.414307,2462.098633,3458.487793,4620.536621,9088.650391,6567.135742,11454.39648
1604,2046.487793,7774.928223,6919.853027,10947.82813,4892.850098,10641.33594,8621.892578,11450.98145
1605,7560.32373,11447.9209,6177.167969,10655.9834,5582.875488,5702.106445,5796.893555,5670.434082
1606,11031.28906,9479.264648,5409.860352,11145.69043,4784.110352,11424.72852,5184.499512,9357.432617
1607,5571.756836,5806.163574,4089.206543,11395.17285,4693.701172,8917.296875,5300.924805,7066.44873
1608,3757.664307,5323.004883,3357.275146,6834.379395,4909.005859,11347.86426,6849.619141,6578.84375
1609,7325.223633,8766.464844,9678.989258,7392.401855,9621.350586,11335.68066,9421.911133,8790.376953
1610,11212.72559,6613.382813,8406.936523,8273.967773,3086.909912,2246.395264,2969.94873,2684.835938
1611,,2546.222412,3184.749756,2697.763428,7619.728516,7653.480469,9345.723633,11068.54785
1612,11042.37793,6655.191406,5586.097168,6115.362793,9887.581055,8632.210938,7567.038086,8285.886719
1613,6499.490234,8054.436523,4956.839844,10978.59668,4361.454102,8173.442383,5861.266602,7823.470215
1614,4844.805176,6861.828125,4275.657227,6413.106445,2148.254639,5908.808105,3343.677002,4332.616699
1615,7715.554199,10883.16016,7374.585938,9317.671875,5291.266113,7550.42334,6845.038574,7285.746094
1616,5592.445313,7056.850586,8782.554688,10864.10938,7227.837891,9022.181641,8030.017578,5814.583008
1617,7040.558594,10791.96484,7792.080566,9480.432617,4974.284668,7408.910156,8578.869141,5935.1875
1618,9895.462891,9044.25,10562.05371,7977.578125,8242.717773,8896.822266,7589.094238,8323.606445
1619,9309.418945,9071.982422,6981.254395,8765.375,7726.760742,7886.521484,7682.738281,8043.279785
1620,4380.89502,6074.838379,5766.027344,9342.15332,8872.794922,7816.617188,5222.436523,10478.7998
1621,3629.196289,5909.194824,2501.696289,5768.867188,3503.13501,10478.17383,6114.858398,10015.50098
1622,4688.73584,10262.90625,7562.295898,9377.462891,7543.072754,9266.866211,8265.375977,10402.19434
1623,9939.875977,10296.37793,6688.341797,7544.367676,7600.246094,6421.886719,4256.57959,6538.804199
1624,9831.385742,8093.63916,7520.183105,9594.267578,10107.9834,7687.74707,9158.574219,10177.63281
1625,10146.66699,7957.332031,6013.313965,8217.293945,6109.775391,9632.03418,6480.977051,4525.256348
1626,10145.6709,8565.892578,8672.208984,8850.901367,8771.762695,9949.071289,8692.884766,9495.701172
1627,10126.34082,7313.818848,6908.898438,4125.595215,7004.107422,9286.761719,5613.302246,7214.178711
1628,2189.416748,5296.495117,3244.103027,7681.509766,2725.392334,10117.0791,6678.581543,9880.857422
1629,5640.349121,5650.843262,3440.27832,5087.876953,5289.449707,9693.946289,5853.021973,9905.813477
1630,1368.23291,3802.008545,1990.338623,4279.568359,3762.67627,9885.481445,7407.087402,10115.38965
1631,6278.882813,9409.753906,3442.712891,8383.121094,3425.262695,10087.38965,4022.69873,5637.580078
1632,6890.51709,4258.516113,4580.265137,8009.414063,8108.665039,9974.918945,7006.410156,7165.595215
1633,7425.252441,5951.79834,5242.132813,6079.531738,4733.983398,6890.693359,5224.317871,9780.174805
1634,7304.596191,9769.257813,6751.245117,7759.891113,,8044.041992,5758.257324,
1635,3034.784912,8133.22168,5624.376953,9695.092773,2782.003174,5262.839355,4072.440674,5840.069336
1636,4945.343262,8301.173828,7041.030762,9651.625,8377.59668,5789.46875,4748.135254,8755.536133
1637,8511.307617,3722.97583,2958.640381,2907.136963,6676.999023,8415.248047,6177.696777,9637.194336
1638,6365.973145,9622.308594,5493.973633,7978.130371,5176.00293,7865.711914,5424.05957,6324.863281
1639,9389.000977,7736.171387,5673.104004,9600.408203,5731.548828,7376.449707,8960.612305,6639.366211
1640,8150.521973,7432.501465,5980.901367,9532.668945,3589.710693,8759.158203,7009.071289,5992.79834
1641,8999.19043,9240.394531,8222.476563,7248.976074,8487.658203,9144.913086,9510.49707,8553.34375
1642,6388.442383,9371.042969,6434.703125,7847.682129,4573.651367,7799.23291,6594.229004,7759.681641
1643,6932.711426,8605.208984,4169.532715,9354.365234,6486.651855,6167.57959,7056.35498,5777.984375
1644,8542.207031,8016.712402,8764.828125,8154.699707,9342.216797,8000.686035,7536.912598,8002.218262
1645,6128.50293,5277.587402,5881.257324,6323.704102,6171.354492,4835.481445,5836.046387,4777.366211
1646,4926.648438,5786.757324,4081.283447,4447.628906,3667.415527,9305.335938,4826.945313,3754.379639
1647,4984.455078,5397.479492,3707.180908,9298.003906,4056.64917,9029.59082,6515.38623,7229.550781
1648,8104.250488,5672.37793,9287.992188,7691.921387,6190.82373,6096.236816,6872.91748,5776.487793
1649,6461.162109,9280.655273,7358.817871,8370.868164,6039.470703,4135.945801,7195.13916,6027.994629
1650,6625.39209,9064.688477,6553.342773,7501.177246,7971.708984,7307.52002,6622.901855,6731.24707
1651,5695.359375,8026.665039,9010.40332,9053.417969,,,,
1652,4234.870605,5888.718262,2823.307617,8496.164063,6347.967773,8998.970703,5295.099121,5777.192383
1653,8723.780273,8934.581055,7379.189941,7385.492188,5622.880859,2726.293945,8774.591797,6778.339844
1654,6095.469238,8860.951172,4396.818359,8014.646973,4257.554688,7359.856445,5928.796387,6759.671387
1655,8068.450684,8828.705078,2962.156006,8725.674805,,7374.811523,4868.260254,5858.673828
1656,4494.067383,5258.519043,3111.311279,8757.737305,3606.17334,6323.757813,4240.857422,6825.003418
1657,4925.355957,2484.286865,1688.099609,2148.901367,5639.95752,8709.195313,5654.339844,7348.666992
1658,6850.083984,8702.342773,6138.625977,8663.862305,5277.46582,7895.361816,5086.760742,7683.023926
1659,5800.276367,6592.566406,5441.992188,8559.75293,6943.001953,7613.751953,7795.739258,7970.950684
1660,4396.938965,6121.283203,3700.153564,6010.0625,3103.640625,8409.325195,4567.597656,5572.124023
1661,3442.717773,4921.109863,3786.873535,8341.532227,2678.782471,7294.409668,5183.349609,7360.953125
1662,7266.788086,8284.826172,6412.728516,7053.206543,6876.46875,6161.551758,5238.144043,5970.694824
1663,4659.474609,4404.295898,2770.422119,7371.557129,6850.842285,7205.817383,5148.550781,7991.381348
1664,2736.003906,4829.347656,5291.717285,4390.881836,7203.304688,6816.839355,7171.434082,7768.566406
1665,3581.279541,7767.660645,4704.366699,6348.455078,4217.506348,5219.874512,4607.882813,3981.716797
1666,2349.581055,3753.934814,2790.607178,5081.834961,4301.256836,7738.326172,6040.228516,7222.155273
1667,7575.418945,6288.586914,6963.235352,6402.580078,6763.744629,6458.137695,6658.193359,6427.484375
1668,1637.672485,1885.632446,1471.611694,2709.415527,2863.918945,7370.964355,3913.445068,7145.674316
1669,7355.227539,3994.669678,3476.680176,4106.918945,3167.914307,,2417.602051,3420.82959
1670,6048.165039,7306.25,4783.111816,7075.852051,3867.44458,6811.990234,6336.954102,6248.716309
1671,1767.801758,5599.698242,884.5905151,2876.916992,4226.760742,4580.687988,3415.842041,7303.814941
1672,,6052.367188,3086.07251,5954.574219,4804.924805,7282.331055,4059.487061,6499.006348
1673,5554.09668,6897.358887,5621.013184,7262.006836,6769.384766,,,
1674,3887.22876,7257.014648,3495.114258,5051.478027,3061.150146,5107.986816,3193.358887,4132.624512
1675,5162.794434,7224.800293,4068.370117,6837.058594,1686.72229,5425.441895,2415.0271,4193.960449
1676,,,,,2392.249756,7086.899414,3855.026123,5338.974609
1677,,3841.288574,3802.60498,4404.444336,4520.886719,7075.243652,5376.409668,5241.099121
1678,6716.041016,5879.63916,6591.38623,5923.678223,6630.136719,6694.22998,7013.59668,6352.59082
1679,2949.845947,3972.743896,3384.893066,4414.82373,6750.726074,6629.796387,5777.351074,5115.703613
1680,6697.739258,4663.212402,3377.526855,5699.587402,3511.977783,5005.695313,3796.053955,6721.323242
1681,4677.997559,5748.691895,6638.092285,6630.528809,5632.498047,5854.994141,5977.196289,5229.555664
1682,5678.26416,6528.519531,6310.588379,4899.564941,3911.103027,4411.175293,3923.149414,4011.008057
1683,5804.746582,4157.410645,5406.238281,3765.228027,4412.885254,2797.188965,3174.394775,6396.146484
1684,,,,,2734.890869,6364.768066,2490.166504,5483.9375
1685,6109.062988,4331.018555,3224.749756,6362.441406,4266.693848,6235.10498,3649.018555,6196.113281
1686,4539.339355,3239.179688,2064.765625,3076.679443,4333.397949,6270.749023,2972.898438,4198.822266
1687,,,,,1984.463989,4583.208008,3380.272461,6156.189941
1688,3044.175781,6132.603027,4752.047852,4671.411621,,3519.975342,1943.475952,5133.589844
1689,4533.077637,5698.60791,4814.754395,6051.51416,3151.817139,4538.780762,4019.783936,4926.154297
1690,3429.059326,5961.287109,2489.525146,4434.114258,2637.219727,4335.689453,2544.107422,3231.857666
1691,1417.077148,3469.121094,3107.541504,4846.489258,2719.05957,2072.610596,4751.637207,5839.041016
1692,3570.119385,5003.060547,3214.671143,5838.961426,1601.140869,1024.397705,676.1296387,1433.876831
1693,4601.945313,5823.056641,5676.088379,5172.198242,4253.717285,5354.442383,5744.539551,5726.422852
1694,3353.440674,5800.606934,2834.372559,4732.074707,1968.045776,4529.84668,3745.281738,5359.186523
1695,5760.106934,3472.150146,2847.417969,3317.873535,4059.245117,4296.395996,,4769.87207
1696,,3095.857666,3166.537598,3945.349854,3652.905762,5630.483398,4073.401367,4508.683105
1697,1891.655151,3804.186523,1546.803589,4110.982422,2895.144287,5550.349121,2441.364746,3121.341797
1698,2895.656494,3867.447021,2603.151611,3898.335205,2394.564209,5477.17334,4447.309082,5530.27002
1699,2738.73584,,1826.839478,,4587.959961,5359.226563,5477.402832,3754.560791
1700,3948.588379,5468.979004,3217.692627,5142.850098,3246.756348,5215.101563,3292.335449,4594.235352
1701,5406.137207,3933.947266,3093.188232,3852.970459,2907.439697,4861.844238,3966.337646,4354.552734
1702,5177.936035,3656.349121,3132.511475,4441.710449,1977.937256,5239.694824,3257.054443,4065.871094
1703,3106.41333,3438.902344,2130.020264,2590.286621,2980.46167,3226.604004,4442.178711,5177.061035
1704,4325.921875,4016.625244,3213.177979,3968.059814,3980.162598,4736.05127,4256.847656,5033.350098
1705,3249.916504,1704.407837,,,4333.930176,5031.4375,3035.236816,4091.552002
1706,15400200,21593800,15554361,23525672,10393441,21717464,15321047,19525402
1707,55892.79688,75764.04688,54755.42188,83346.85156,37669.98438,71973.26563,52616.33984,68388.4375
1708,24475.48242,27221.95898,26108.91602,31806.28125,16468.03906,29457.30078,23494.89648,28502.89844
1709,8270.294922,18013.55273,12068.73145,20548.76172,7071.725098,19245.21289,9088.779297,14487.97266
1710,11670.61328,18258.38086,17223.57031,20056.87305,9403.063477,20493.61914,14229.80664,15065.96289
1711,10991.32617,14962.875,10447.65723,14627.33008,4822.554688,16535.47266,8784.058594,17351.09766
1712,11807370,17152172,12088647,18621742,9280526,15478508,12791573,13694142
1713,3942035.75,5666791,4019027.25,6183203.5,3107500.25,5224796,4244810.5,4521202
1714,108268.4063,186260.3438,69925.42969,189810.2188,54971.86719,266177.4375,70254.57813,129398.3516
1715,22527.60352,29874.58594,11481.63086,37895.16797,8905.825195,33783.21484,14506.29492,20664.42578
1716,18854.58789,26961.73633,18840.58789,31219.98633,16163.0293,24856.68945,19709.82031,24516.71094
1717,20297.00781,26889.89453,21943.34766,25810.29102,14985.17773,24335.38086,23428.19141,23199.29688
1718,12212.07031,25447.51563,15720.65137,22943.87695,10876.49609,23713.85938,13447.38672,15649.60254
1719,9781227,11878334,9562957,11579782,8590872,12223290,9381571,10782965
1720,1789366.5,2876272.5,1689987.625,2729633,1270545.625,2639903,1433891.25,2097624.5
1721,165425.8281,232592.6875,169799.8438,239649.0469,113757.5859,197215.4688,122741.2891,160983.6875
1722,60039.98047,106322.1875,55345.57813,119209.4609,56716.94141,161204.6094,87124.58594,138675.8594
1723,64277.25,75400.64844,62065.36328,75841.875,54680.44922,74608.48438,69836.10156,72937.28125
1724,38401.87109,54621.16797,39007.00781,54628.98438,30257.64063,48805.98828,37659.32813,44318.03516
1725,27503.83203,39649.82031,22369.98828,38933.30859,16037.08789,40768.41797,18085.37109,27914.05078
1726,22148.125,32560.07813,25751.16406,29977.66797,26241.24805,30439.08203,26893.37695,31271.32813
1727,25803.13672,30140.32617,19538.4082,28092.7207,15094.83105,27458.50195,15297.44141,22693.82422
1728,19204.27734,27293.52539,16904.73633,28987.1582,11004.84082,20858.46289,16383.07617,21292.14648
