	 0           0.00     813.196   -2138.594   -1325.397       6.605     314.489     300.000      20.248    0 
      1000         200.00     801.809   -1305.564    -503.755       3.267     310.085     300.000      20.903    0 
      2000         400.00     825.373   -1245.444    -420.071       3.787     319.198     300.000      20.891    0 
      3000         600.00     806.542   -1333.368    -526.826       3.473     311.915     300.000      20.798    0 
      4000         800.00     768.323   -1334.346    -566.023       2.631     297.135     300.000      20.764    0 
      5000        1000.00     789.153   -1400.070    -610.916       4.164     305.191     300.000      20.847    0 
      6000        1200.00     794.043   -1432.698    -638.655       3.324     307.082     300.000      20.866    0 
      7000        1400.00     811.893   -1368.126    -556.233       3.362     313.985     300.000      20.633    0 
      8000        1600.00     818.088   -1410.765    -592.677       3.773     316.381     300.000      20.534    0 
      9000        1800.00     783.229   -1397.388    -614.158       5.032     302.900     300.000      20.567    0 
     10000        2000.00     798.520   -1430.831    -632.311       2.989     308.813     300.000      20.602    0 
     11000        2200.00     805.546   -1365.417    -559.871       5.207     311.530     300.000      20.689    0 
     12000        2400.00     811.925   -1413.324    -601.399       3.771     313.997     300.000      20.645    0 
     13000        2600.00     791.286   -1414.885    -623.599       4.732     306.015     300.000      20.707    0 
     14000        2800.00     821.271   -1421.518    -600.246       3.566     317.612     300.000      20.821    0 
     15000        3000.00     776.897   -1442.269    -665.373       2.202     300.451     300.000      20.720    0 
     16000        3200.00     753.101   -1414.687    -661.586       3.873     291.248     300.000      20.729    0 
     17000        3400.00     803.448   -1427.205    -623.757       2.004     310.719     300.000      20.780    0 
     18000        3600.00     791.873   -1512.355    -720.482       2.951     306.243     300.000      20.708    0 
     19000        3800.00     781.773   -1415.137    -633.364       4.236     302.336     300.000      20.630    0 
     20000        4000.00     770.556   -1437.661    -667.105       2.237     297.998     300.000      20.762    0 
     21000        4200.00     783.633   -1455.524    -671.892       2.835     303.056     300.000      20.816    0 
     22000        4400.00     787.565   -1352.192    -564.628       2.202     304.576     300.000      20.810    0 
     23000        4600.00     760.070   -1457.339    -697.269       6.609     293.943     300.000      20.605    0 
     24000        4800.00     800.619   -1433.128    -632.509       2.609     309.625     300.000      20.489    0 
     25000        5000.00     771.593   -1473.867    -702.274       3.859     298.399     300.000      20.539    0 
     26000        5200.00     805.600   -1456.837    -651.236       2.356     311.551     300.000      20.551    0 
     27000        5400.00     781.986   -1443.266    -661.280       1.745     302.419     300.000      20.308    0 
     28000        5600.00     794.051   -1456.240    -662.189       2.800     307.085     300.000      20.469    0 
     29000        5800.00     785.190   -1524.432    -739.242       4.010     303.658     300.000      20.498    0 
     30000        6000.00     809.984   -1504.417    -694.433       6.867     313.246     300.000      20.362    0 
     31000        6200.00     792.354   -1534.388    -742.034       3.154     306.428     300.000      20.403    0 
     32000        6400.00     759.977   -1511.186    -751.209       2.983     293.907     300.000      20.546    0 
     33000        6600.00     790.718   -1489.554    -698.837       1.493     305.796     300.000      20.499    0 
     34000        6800.00     778.678   -1490.780    -712.102       5.461     301.140     300.000      20.546    0 
     35000        7000.00     781.579   -1450.141    -668.562       3.720     302.262     300.000      20.536    0 
     36000        7200.00     785.909   -1489.985    -704.076       3.528     303.936     300.000      20.594    0 
     37000        7400.00     768.928   -1482.470    -713.542       3.811     297.369     300.000      20.481    0 
     38000        7600.00     807.115   -1474.755    -667.640       1.510     312.137     300.000      20.577    0 
     39000        7800.00     773.792   -1515.260    -741.468       4.474     299.250     300.000      20.555    0 
     40000        8000.00     751.864   -1472.679    -720.815       5.269     290.770     300.000      20.501    0 
     41000        8200.00     747.851   -1488.490    -740.639       4.848     289.218     300.000      20.367    0 
     42000        8400.00     779.510   -1522.280    -742.769       5.158     301.461     300.000      20.305    0 
     43000        8600.00     755.542   -1508.371    -752.829       3.190     292.192     300.000      20.522    0 
     44000        8800.00     808.625   -1467.570    -658.945       2.156     312.721     300.000      20.273    0 
     45000        9000.00     770.612   -1458.335    -687.724       3.229     298.020     300.000      20.526    0 
     46000        9200.00     744.189   -1430.240    -686.051       2.849     287.802     300.000      20.492    0 
     47000        9400.00     763.086   -1506.349    -743.263       1.840     295.109     300.000      20.522    0 
     48000        9600.00     825.251   -1420.959    -595.708       3.111     319.151     300.000      20.600    0 
     49000        9800.00     783.631   -1498.629    -714.999       5.290     303.055     300.000      20.333    0 
